"CDS - CUSTOM DOWNSTREAM SYSTEMS, INC.",514-633-5933,514-633-4933,,,
MICRO-VU CORP.,707-838-6272,707-838-3985,"Windsor, CA 95492",Windsor,7909 Conde Lane
DOMINO PLASTICS COMPANY,631-751-1995,631-751-9396,"Port Jefferson, NY 11777",Port Jefferson,200 E. Broadway
"BALES MOLD SERVICE, INC.",630-852-4665,630-852-4687,"Downers Grove, IL 60515",Downers Grove,2824 Hitchcock Ave
MHS - MOLD HOTRUNNER SOLUTIONS,905-873-1954,905-873-0131,,,
MATERION PERFORMANCE ALLOYS,216-486-4200,216-383-6868,"Mayfield Heights, OH 44124",Mayfield Heights,6070 Parkland Blvd.
"SHUMAN PLASTICS, INC. & DYNAPURGE DIV. OF SHUMAN",716-685-2121,716-685-3236,"Depew, NY 14043",Depew,35 Neoga St.
DUREX INDUSTRIES,847-639-5600,847-639-2199,"Cary, IL 60013",Cary,190 Detroit St
LATROBE SPECIALTY METALS DISTRIBUTION,330-609-5137,330-609-2055,"Vienna, OH 44473",Vienna,1551 Vienna Pkwy.
NEXT GENERATION RECYCLINGMASCHINEN GMBH,43-7233-701070,43-7233-701072,,,
"ASS END OF ARM TOOLING, INC.",734-542-4398,734-542-6831,"Plymouth, MI 48170",Plymouth,1324 Goldsmith
"TRIAD SALES, LLC",864-879-3011,864-879-2727,"Greer, SC 29650",Greer,"150 W. Phillips Road, Suite F"
"RSW TECHNOLOGIES, LLC",419-662-8100,419-662-8200,"Rossford, OH 43460",Rossford,135 Dixie Hwy.
FLEXICELL,804-550-7300,804-550-1828,"Ashland, VA 23005",Ashland,10463 Wilden Dr
"QUEEN'S MACHINERY CO., LTD.",886-2-2801-1185,886-2-2801-5377,,,
"POLYREPS, INC.",704-238-9949,704-238-8518,"Monroe, NC 28110",Monroe,2501 Ashcraft Ave
ILLIG MASCHINENBAU GMBH & CO. KG,497-131-5050,49-7131-505303,,,
STRATASYS,877-489-9889,,"Billerica, MA 01821",Billerica,5 Fortune Drive
A. FINKL & SONS CO.,800-367-4720,773-348-5347,"Chicago, IL 60619",Chicago,1355 East 93rd Street
MENGES ROLLER COMPANY,847-487-8877,847-487-8897,"Wauconda, IL 60084",Wauconda,260 Industrial Drive
BARREL & SCREW INTERNATIONAL CORP.,727-525-6390,727-525-6345,"Saint Petersburg, FL 33714",Saint Petersburg,2985 44th Ave. N.
FAIRWAY INJECTION MOLDING SYSTEMS,909-595-2201,909-595-2204,"Walnut, CA 91789",Walnut,20109 Paseo del Prado
HERITAGE PLASTICS INC.,601-798-8663,601-798-1946,"Picayune, MS 39466",Picayune,1002 Hunt St
PYRAMID MOLD & TOOL,909-476-2555,909-476-9616,"Rancho Cucamonga, CA 91730",Rancho Cucamonga,10155 Sharon Circle
AMERICAN MOLD BUILDERS,317-436-3102,317-913-2445,"Indianapolis, IN 46256",Indianapolis,American Mold Builders Association
VISION ENGINEERING,860-355-3776,860-355-0712,"New Milford, CT 06776",New Milford,570 Danbury Rd
DR. COLLIN GMBH,0049-8092 2096 36,0049-8092 20862,,,
RAJOO ENGINEERS LIMITED,91--97129-62704,91--2827-252-700,,,
"EXTOL, INC.",800-324-6205,616-748-0555,"Zeeland, MI 49464",Zeeland,651 Case Karsten Drive
"AKRON RUBBER DEVELOPMENT LABORATORY, INC.",330-794-6600,330-794-6610,"Akron, OH 44305",Akron,2887 Gilchrist Rd
TESSY PLASTICS,315-689-3924,315-689-2027,"Elbridge, NY 13060",Elbridge,488 State Route 5 West
AARON EQUIPMENT COMPANY,630-350-2200,630-350-9047,"Bensenville, IL 60106",Bensenville,735 E Green St
"WEBEX, INC.",920-729-6666,920-725-9992,"Neenah, WI 54957",Neenah,"1035 Breezewood Ln., PO Box 1026"
POLYMERS CENTER OF EXCELLENCE,704-602-4127,704-602-4114,"Charlotte, NC 28262",Charlotte,8900 Research Drive
CHI WO PLASTIC MOULDS FTY. LTD.,852-2790-6130,852-2797-2596,,,
DATACOLOR,609-924-2189,609-895-7472,"Lawrenceville, NJ 08648",Lawrenceville,5 Princess Rd
CABOT,978-663-3455,,"Billerica, MA 01821",Billerica,157 Concord Road
STAMIXCO LLC,718-748-4600,718-833-8827,"Brooklyn, NY 11209",Brooklyn,235 - 84th St
UNITED PLASTIC RECYCLING,334-288-5002,334-288-5094,"Montgomery, AL 36108",Montgomery,3000 Selma Highway
"POLYMER TECHNOLOGY & SERVICES, LLC",615-898-1700,615-898-1697,"Murfreesboro, TN 37128",Murfreesboro,2315 Southpark Drive
CUSTOM POLYMERS INC.,704-332-6070,704-372-1606,"Charlotte, NC 28208",Charlotte,700 Tuckaseegee Road
INDEVCO PLASTICS INC.,903-291-1115,903-291-1117,"Longview, TX 75604",Longview,800 Jordan Valley Road
YARDE METALS,330-342-7020,330-342-0040,"Streetsboro, OH 44241",Streetsboro,10160 Philipp Parkway
"CHINA CUSTOM MANUFACTURING, LTD.",510-979-1920,510-979-1930,"Fremont, CA 94539",Fremont,44843 Fremont Blvd
AIRLOC,508-528-0022,508-528-7555,"Franklin, MA 02038",Franklin,5 Fisher St
ALABAMA ECONOMIC DEVELOPMENT ALLIES,205-257-2138,,"Birmingham, AL 35203",Birmingham,600 18th St North
"AXEL PLASTICS RESEARCH LABORATORIES, INC.",718-672-8300,718-565-7447,"Woodside, NY 11377",Woodside,58-20 Broadway
BINMASTER LEVEL CONTROLS,402-434-9102,402-434-9133,"Lincoln, NE 68507",Lincoln,7201 N 98th St
CABLEVEY CONVEYORS,641-673-8451,641-673-7419,"Oskaloosa, IA 52577",Oskaloosa,2397 Highway 23
CONTROL LASER CORPORATION,407-926-3500,407-926-3590,"Orlando, FL 32822",Orlando,7101 TPC Dr.
"DYNAMIC TOOL & DESIGN, INC.",262-783-6340,262-783-6344,"Menomonee Falls, WI 53051",Menomonee Falls,W133 N5180 Campbell Drive
FORECAST 3D,760-929-9380,760-929-9357,"Carlsbad, CA 92008",Carlsbad,2221 Rutherford Rd.
GP:50 NEW YORK LTD,716-775-8830,716-775-8020,"Grand Island, NY 14072",Grand Island,300 Industrial Drive
HAUG NORTH AMERICA,905-206-9701,905-206-0859,,,
"HANGZHOU JLS FLAME RETARDANTS CHEMICAL CO., LTD",86-571-87250387,86-571-87250388,,,
"HERAEUS NOBLELIGHT, LLC",678-835-5764,678-835-5765,"Buford, GA 30518",Buford,"1520 Broadmoor Blvd, Suite C"
"MOLDES RP, S.U., LDA",+35-124-4575370,+35-124-4560643,,,
"MOLIPOREX, S.A.",+35-124-4573000,+35-124-4573001,,,
"OTSUKA CHEMICAL AMERICA, INC.",678-572-4665,,"Griffin, GA 30224",Griffin,100 The Lakes Parkway
POLLUTION EQUIPMENT NEWS / RIMBACH PUBLISHING INC.,412-364-5366,412-369-9720,"Pittsburgh, PA 15237",Pittsburgh,8650 Babcock Boulevard
SERIGRAPH INC.,262-335-7200,262-335-7490,"West Bend, WI 53095",West Bend,3801 E. Decorah Road
"SLIDE PRODUCTS, INC.",800-323-6433,800-756-7986,"Wheeling, IL 60090",Wheeling,430 Wheeling Rd
ZUMBACH ELECTRONICS CORP.,914-241-7080,914-241-7096,"Mount Kisco, NY 10549",Mount Kisco,140 Kisco Ave
TAKK INDUSTRIES INCORPORATED,513-353-4306,513-353-4315,"Cincinnati, OH 45247",Cincinnati,8665 E Miami River Rd
"AGC CHEMICALS AMERICAS, INC.",610-423-4300,610-423-4301,"Exton, PA 19341",Exton,"55 East Uwchlan Avenue, Suite 201"
VIRGINIA ECONOMIC DEVELOPMENT PARTNERSHIP,804-545-5600,804-545-5801,"Richmond, VA 23219",Richmond,901 East Byrd Street
LORENZ CONVEYING PRODUCTS,905-372-2240,905-372-4456,,,
CYFRAME INTERNATIONAL ENTERPRISES INC.,514-693-0999,,,,
"3V, INC.",630-536-7965,,"Georgetown, SC 29442",Georgetown,888 Woodstock St
"AUTOTRAN, INC.",239-659-2515,239-659-2519,"Naples, FL 34110",Naples,1466 Rail Head Blvd
BARNET,864-576-7154,864-576-3406,"Spartanburg, SC 29301",Spartanburg,1300 Hayne Street
BAUMUELLER-NUERMONT CORP,678-291-0535,678-291-0537,"Norcross, GA 30093",Norcross,1555 Oakbrook Drive
BELL-MARK SALES COMPANY,973-712-0400,973-808-4616,"Pine Brook, NJ 07058",Pine Brook,331 Changebridge Rd
"BIRCH PLASTICS, INC.",713-433-1898,713-433-3929,"Houston, TX 77033",Houston,5957 South Loop East
BOUCHERIE,865-247-6091,865-247-6117,"Knoxville, TN 37923",Knoxville,8748 Gleason Rd.
BRABENDER TECHNOLOGIE INC.,905-670-2933,905-670-2557,,,
"BRUGGEMANNCHEMICAL U.S., INC.",610-353-9852,610-353-9853,"Chadds Ford, PA 19317",Chadds Ford,1361 Baltimore Pike
CITADEL PLASTICS,630-377-1065,630-377-7395,"West Chicago, IL 60185",West Chicago,1600 Powis Court
"BURGER & BROWN ENGINEERING, INC.",816-878-6675,816-878-6683,"Grandview, MO 64030",Grandview,4500 E 142nd St
"CHEMTRUSION, INC.",713-675-1616,713-675-3944,"Houston, TX 77020",Houston,7115 Clinton Drive
COLOURMATE INC.,905-850-6268,905-850-6275,,,
COMMODORE TECHNOLOGY LLC,585-657-7777,585-657-6400,"Bloomfield, NY 14469",Bloomfield,26 Maple Ave
CORELCO S.A.S.,333-853-61258,333-853-004,,,
H-P PRODUCTS,330-875-5556,330-875-7155,"Louisville, OH 44641",Louisville,512 West Gorgas St.
MONTAGE DIFFUSION TECHNIQUE (MO-DI-TEC),334-741-59999,334-745-64215,,,
"POLYMER RESOURCES, LTD.",800-243-5176,203-324-9296,"Farmington, CT 06032",Farmington,656 New Britain Avenue
SHAKESPEARE ENGINEERED NYLONS / JARDEN APPLIED MATERIALS,800-845-2110,803-754-7930,"Columbia, SC 29223",Columbia,6111 Shakespeare Road
YARDLEY PRODUCTS CORPORATION,215-493-2700,215-493-6796,"Yardley, PA 19067",Yardley,10 West College Avenue
SUPREME PETROCHEM LIMITED,011-) 91-22-6709 1900,011-) 91-22-6709 1924,,,
CRODA,302-429-5443,,"New Castle, DE 19720",New Castle,315 Cherry Lane
DAK AMERICAS,704-940-7500,704-940-7501,"Charlotte, NC 28209",Charlotte,5925 Carnegie Blvd Ste 500
"VALLEY GROUP, INC.",800-572-8007,,"Fishersville, VA 22939",Fishersville,"P.O. Box 359, 77 Tinkling Spring Road"
DROSSBACH MASCHINENBAU GMBH,+49-09090-702-0,+49-09090-702-199,,,
DYNASOL ELASTOMERS,281-874-0888,281-885-1743,"Houston, TX 77014",Houston,14340 Torrey Chase Blvd Suite 250
ECON INC.,43 7243 56560,43 7243 56560 19,"Monroe, MI 48162",Monroe,914 Huber Dr.
ELECTRONIC SYSTEMS,39-0321-928210,39-0321-926855,,,
EQUITECH,706-364-6060,239-221-3605,"Augusta, GA 30907",Augusta,4008 Enterprise Ct.
FIRESTONE TEXTILES,519-421-5648,519-537-6235,,,
FISA NORTH AMERICA,847-299-8400,847-299-8440,"Elk Grove Village, IL 60007",Elk Grove Village,260 Stanley St
FOBOHA (GERMANY) GMBH,497-832-7980,49-7832-798-988,,,
"GALA INDUSTRIES, INC.",540-884-2589,540-884-2310,"Eagle Rock, VA 24085",Eagle Rock,181 Pauley Street
GHARDA CHEMICALS LIMITED,91--251-2803380-86,91--251-2432640,,,
HEKUMA GMBH,498-165-6330,+49-8165-633-111,,,
HENKEL CORPORATION,860-571-5100,,"Rocky Hill, CT 06067",Rocky Hill,One Henkel Way
"HENSCHEL AMERICA, INC.",920-336-1122,320-336-5274,"Green Bay, WI 54304",Green Bay,610 Baeten Road
"HOMEYER CONSULTING SERVICES, INC.",978-851-0100,978-851-2898,"Tewksbury, MA 01876",Tewksbury,"36 Hillman Street, Unit #8"
HRSFLOW,+39-0422-750-111,+39-0422-750-301,,,
ICMA SAN GIORGIO SPA,+39-348-7012209,+39-348-7012209,,,
INSTRON,800-564-8378,781-575-5725,"Norwood, MA 02062",Norwood,825 University Ave
IPM SRL,39-0545-23342,39-0545-30911,,,
ITIB MACHINERY INTERNATIONAL SPA,39--030-6858500,39--030-6858559,,,
KRAIBURG - TPE,678-584-5020,678-584-0500,"Duluth, GA 30096",Duluth,2625 N Berkeley Lake Rd NW Ste 100
"KURIYAMA OF AMERICA, INC.",847-755-0360,847-885-0996,"Schaumburg, IL 60173",Schaumburg,360 E. State Parkway
"LUBE USA, INC.",864-297-3950,864-242-1652,"Greenville, SC 29607",Greenville,781 Congaree Rd
UNITED PRECISION ENGINEERING,513-851-6900,513-851-6904,"Cincinnati, OH 45240",Cincinnati,11180 Southland Rd.
MAKINO,513-573-7200,513-573-7360,"Mason, OH 45040",Mason,7680 Innovation Way
MEADOWBROOK GLITTER,908-766-0606,908-766-6878,"Bernardsville, NJ 07924",Bernardsville,"260 Mine Brook Rd., P.O. Box 960"
MICRO SURFACE CORPORATION,815-942-4221,815-942-4265,"Morris, IL 60450",Morris,"465 E. Briscoe Dr., PO Box 788"
"MIDWEST KNIFE GRINDING, INC.",330-854-1030,330-854-4505,"Canal Fulton, OH 44614",Canal Fulton,492 Elm Ridge Ave
"MIDWESTERN INDUSTRIES, INC.",330-837-4203,330-837-4210,"Massillon, OH 44648",Massillon,PO Box 810
MINATECH INC.,905-264-0411,905-264-5952,,,
"MODERN DISPERSIONS, INC.",978-534-3370,978-537-6065,"Leominster, MA 01453",Leominster,78 Marguerite Ave
"MOLD CRAFT, INC.",651-426-3216,,"Willernie, MN 55090",Willernie,200 Stillwater Road
"MS PLASTIC WELDERS, LLC",517-223-1059,517-223-0829,"Webberville, MI 48892",Webberville,1101 Highview Drive
NEBRASKA PUBLIC POWER DISTRICT,402-563-5541,402-563-5090,"Columbus, NE 68601",Columbus,1414 15th St
"NETZSCH INSTRUMENTS NORTH AMERICA, LLC",781-272-5353,781-272-5225,"Burlington, MA 01803",Burlington,129 Middlesex Turnpike
UNITED MINERAL & CHEMICAL CORP.,201-507-3300,201-507-1506,"Lyndhurst, NJ 07071",Lyndhurst,"1050 Wall Street West, Suite 660"
"VAISALA, INC.",888-824-7252,,"Woburn, MA 01801",Woburn,10-D Gill Street
"WECO INTERNATIONAL, INC.",810-686-7221,810-686-7564,"Clio, MI 48420",Clio,901 Tacoma Ct.
"WEGENER WELDING, LLC",630-789-0990,630-789-1380,"Burr Ridge, IL 60527",Burr Ridge,16W 301 S. Frontage Rd.
WENDT MACHINERY MOVERS,260-563-3161,260-563-7533,"Wabash, IN 46992",Wabash,1322 Garfield Street
WENTWORTH TECHNOLOGIES CO LTD,937-898-8460,937-898-1750,"Vandalia, OH 45377",Vandalia,852 Scholz Dr.
WISCONSIN ENGRAVING COMPANY,262-786-4521,262-786-8110,"New Berlin, WI 53151",New Berlin,2435 Sout 170th St
X-RITE PANTONE,616-803-2100,616-803-2533,"Grand Rapids, MI 49512",Grand Rapids,4300 44th Street SE
STC EQUIPMENT CORP.,973-696-4330,973-694-0551,"Wayne, NJ 07470",Wayne,55 Haul Rd
ZECCHETTI USA,727-725-1968,727-725-9259,"Safety Harbor, FL 34695",Safety Harbor,"132 10th Ave North, 102"
PLATTS,713-658-3223,713-658-0125,"Houston, TX 77002",Houston,"1111 Bagby Street, Suite 2200"
"PLASTIC RESOURCES, INC.",614-471-9478,614-471-0283,"Columbus, OH 43224",Columbus,2577 Ferris Rd
"PLASMATREAT NORTH AMERICA, INC.",905-304-5200,,,,
PIPE COIL TECHNOLOGY LTD,+44 0 191-295-9910,+44 0 191-295-9911,,,
ORENDA AUTOMATION TECHNOLOGIES INC.,416-445-3515,905-940-9416,,,
PARKER HANNIFIN - SSD DRIVES DIVISION,704-588-3246,,"Charlotte, NC 28273",Charlotte,9225 Forsyth Park Drive
TK MOLD (SHENZHEN) LTD.,86-755-3389-0008,86-755-3389-2700,,,
"GTI GRAPHIC TECHNOLOGY, INC.",845-562-7066,845-562-2543,"Newburgh, NY 12550",Newburgh,211 Dupont Avenue
"GARDNER DENVER, INC.",217-222-5400,,"Quincy, IL 62305",Quincy,1800 Gardner Expressway
"MID-AMERICA MACHINING ,INC.",517-592-8988,517-592-8991,"Brooklyn, MI 49230",Brooklyn,11530 Brooklyn Rd
PRECISION PUNCH CORPORATION,860-229-9902,860-224-4238,"Berlin, CT 06037",Berlin,304 Christian Lane
"C.A. PICARD, INC.",269-962-2231,269-962-4916,"Battle Creek, MI 49037",Battle Creek,305 Hill Brady Road
TOSAF USA / TOSAF COMPOUNDS,845-499-8894,845-398-9835,"Bessemer City, NC 28016",Bessemer City,215 Southridge Parkway
"CHEM-AQUA, INC.",800-527-9919,972-438-0801,"Irving, TX 75062",Irving,2727 Chemsearch Blvd.
"MAR-BAL, INC.",440-543-7526,440-543-4374,"Chagrin Falls, OH 44023",Chagrin Falls,10095 Queens Way
TA INSTRUMENTS,302-427-4000,302-427-4001,"New Castle, DE 19720",New Castle,159 Lukens Dr
"PM MOLD COMPANY, INC.",847-923-5400,847-923-5494,"Schaumburg, IL 60193",Schaumburg,800 Estes Ave
"TRIA AMERICA, INC.",704-716-0060,704-716-0075,"Charlotte, NC 28273",Charlotte,10918 Granite Street
"STURDELL INDUSTRIES, INC.",585-464-0800,585-464-0030,"Rochester, NY 14606",Rochester,1529 Lyell Avenue
TECHNOVEL CORPORATION,-+81-6-6964-1230,-+81-6-6965-9405,,,
ISRA VISION,770-449-7776,770-449-0399,"Duluth, GA 30096",Duluth,4470 Peachtree Lakes Dr.
TINIUS OLSEN,215-675-7100,215-441-0899,"Horsham, PA 19044",Horsham,1065 Easton Rd
"DYCO, INC.",800-545-3926,570-752-7366,"Bloomsburg, PA 17815",Bloomsburg,50 Naus Way
"SCHMOLZ+BICKENBACH USA, INC.",800-323-1233,630-690-0925,"Carol Stream, IL 60188",Carol Stream,365 Village Drive
"STAR THERMOPLASTIC ALLOYS & RUBBERS, INC.",708-343-1100,708-343-1110,"Broadview, IL 60155",Broadview,2121 West 21st Street
UNITED TESTING SYSTEMS INC,800-578-2800,810-732-2872,"Flint, MI 48507",Flint,5171 Exchange Drive
PLASTICS TECHNOLOGY/GARDNER BUSINESS MEDIA,513-527-8800,513-527-8801,"Cincinnati, OH 45244",Cincinnati,6915 Valley Ave
SHAPEGRABBER INCORPORATED,613-247-1707,613-247-1406,,,
KHS CORPOPLAST GMBH,494-067-9070,,,,
"VAI (VORMITTAG ASSOCIATES, INC.)",631-588-9500,631-588-9771,"Ronkonkoma, NY 11779",Ronkonkoma,120 Comac Street
WITTE PUMPS AND TECHNOLOGY LLC,678-225-0108,678-225-0109,"Lawrenceville, GA 30043",Lawrenceville,"1305 Lakes Parkway, Suite 128"
"TRADEPRO, INC.",305-892-2800,305-892-2884,"Miami, FL 33181",Miami,1810 NE 144th St.
"VERGASON TECHNOLOGY, INC.",607-589-4429,607-589-6955,"Van Etten, NY 14889",Van Etten,166 State Route 224
"MAMATA ENTERPRISES, INC.",630-801-2320,630-801-2322,"Montgomery, IL 60538",Montgomery,2275 Cornell Avenue
THWING-ALBERT INSTRUMENT COMPANY,856-767-1000,856-767-2615,"West Berlin, NJ 08091",West Berlin,14 W. Collings Ave
NSF INTERNATIONAL,734-769-8010,734-769-0109,"Ann Arbor, MI 48105",Ann Arbor,789 N. Dixboro Road
SATAKE USA INC.,281-276-3600,281-494-1427,"Stafford, TX 77477",Stafford,10905 Cash Rd
"TECHMER PM, LLC",865-457-6700,865-457-3012,"Clinton, TN 37716",Clinton,1 Quality Circle
"GUANGDONG JINMING MACHINERY CO., LTD",86-754-8820-7788,86-754-8820-6886,,,
MORRIS COUPLING CO.,800-426-1579,800-545-1399,"Erie, PA 16505",Erie,2240 W 15th St
TULSA POWER,918-584-1000,918-584-3421,"Tulsa, OK 74110",Tulsa,913 N Wheeling Ave
SIKORA INTERNATIONAL CORP.,770-486-1233,770-486-1201,"Peachtree City, GA 30269",Peachtree City,215 Prospect Park
"DEKKER VACUUM TECHNOLOGIES, INC.",219-861-0661,219-861-0662,"Michigan City, IN 46360",Michigan City,935 S Woodland Ave
K2016 / MESSE DUSSELDORF NORTH AMERICA,312-781-5180,312-781-5188,"Chicago, IL 60601",Chicago,150 N Michigan Ave
ELEMENT MATERIALS TECHNOLOGY,888-786-7555,,"Warren, MI 48092",Warren,27485 George Merrelli Dr.
PRIAMUS SYSTEM TECHNOLOGIES,877-774-2687,877-678-5062,"Brunswick, OH 44212",Brunswick,3061 Nationwide Pkwy
"MOLDS UNLIMITED, INC.",305-885-5311,305-557-0906,"Hialeah, FL 33014",Hialeah,7620 West 2nd Ct.
"AVANGARD INNOVATIVE, LP",281-582-0700,281-582-0799,"Houston, TX 77041",Houston,11906 Brittmoore Park Dr
AMUT S.P.A.,390-321-6641,+39-0321-474200,,,
HIGH TECH LASER & POLISHING,816-525-9800,816-524-4168,"Lees Summit, MO 64081",Lees Summit,1050 SE Broadway Dr
UNITED STATES POSTAL INSPECTION SERVICE,626-672-5507,909-387-8732,"San Bernardino, CA 92402",San Bernardino,PO Box 1684
UL LLC,847-272-8800,,"Northbrook, IL 60062",Northbrook,333 Pfingsten Rd
"SENOPLAST USA, INC.",630-898-0731,630-898-1853,"Aurora, IL 60504",Aurora,"75 Executive Drive, Suite 129"
SIDE,+34-938-463051,+34-938-492211,,,
CANADIAN ASSOCIATION OF MOLDMAKERS,519-255-7863,519-255-9446,,,
"ROWA, INC.",609-567-8600,609-567-9522,"Hammonton, NJ 08037",Hammonton,100 Ninth Street
"H. SATTLER PLASTICS CO., INC.",312-733-2900,312-733-5290,"Chicago, IL 60644",Chicago,5410 W Roosevelt Rd
"MYUNG-IL FOAMTEC CO., LTD.",011-) 82-53-586-3911,011-) 82-53-582-3915,,,
OPTIMUM RUBBER AND PLASTIC PRODUCTS LTD,852-21486688,852-21489498,,,
"BUSCH, LLC",757-463-7800,757-463-7407,"Virginia Beach, VA 23452",Virginia Beach,516 Viking Drive
SWECO,859-283-8400,859-283-8469,"Florence, KY 41042",Florence,8029 Dixie Highway
BREYER GMBH,-(011) 49-7731-920-0,-(011) 49-7731-920-191,,,
ADVANTAGE AUSTRIA - AUSTRIAN TRADE COMMISSION,312-644-5556,312-644-6526,"Chicago, IL 60611",Chicago,"500 North Michigan Avenue, Suite 1950"
R&D/LEVERAGE,816-525-0353,816-525-5302,"Lee's Summit, MO 64081",Lee's Summit,1009 SE Browning Ave
TOP GRADE MOLDS LTD.,905-625-9865,905-625-5417,,,
"PILLAR TECHNOLOGIES, AN ITW COMPANY",262-912-7200,262-912-7272,"Hartland, WI 53029",Hartland,475 E. Industrial Dr
VORTEX VALVES,785-825-7177,785-825-7194,"Salina, KS 67401",Salina,1725 Vortex Avenue
PLASMEC USA,949-366-3077,949-606-8468,"San Clemente, CA 92673",San Clemente,638 Camino De Los Mares H130
EMD PERFORMANCE MATERIALS CORP.,888-367-3275,800-304-1985,"Philadelphia, PA 19113",Philadelphia,1 International Plaza
CHINA ECONOMIC NEWS SERVICE (CENS),+886-2-86925588,+886-2-86433933,,,
CORETECH SYSTEM (MOLDEX3D),248-946-4570,248-928-2270,"Farmington Hills, MI 48334",Farmington Hills,"27725 Stansbury Blvd., Suite 190,"
GECO LDA,003-51-244-779010,003-51-244-779017,,,
TUTHILL VACUUM & BLOWER SYSTEMS,417-865-8715,417-865-2950,"Springfield, MO 65803",Springfield,4840 W Kearney St
"TRI-STAR INDUSTRIES, INC.",860-828-7570,860-828-7475,"Berlin, CT 06037",Berlin,101 Massirio Drive
TEKNOR APEX COMPANY,401-725-8000,401-725-8095,"Pawtucket, RI 02861",Pawtucket,505 Central Ave
"TECHNICAL POLYMERS, LLC",770-237-2311,770-237-2026,"Buford, GA 30518",Buford,4917 Golden Parkway
TAIWAN EXTERNAL TRADE DEVELOPMENT COUNCIL,886-2-2725-5200,886-2-2757-6443,,,
TABER INDUSTRIES,716-694-4000,716-694-1450,"North Tonawanda, NY 14120",North Tonawanda,455 Bryant St
SPRINTER MARKING,740-453-1000,740-453-6750,"Zanesville, OH 43701",Zanesville,1805 Chandlersville Road
"SIPA NORTH AMERICA, INC.",404-349-3966,404-349-3858,"Atlanta, GA 30354",Atlanta,4341 International Pkwy
SHIN-ETSU SILICONES OF AMERICA,330-630-9860,330-630-9855,"Akron, OH 44305",Akron,1150 Damar Drive
ROTEX GLOBAL,513-541-1236,,"Cincinnati, OH 45223",Cincinnati,1230 Knowlton St
ROSCOM INC.,215-781-1700,215-781-3295,"Croydon, PA 19021",Croydon,2925 State Rd
"COMERIO, RODOLFO SRL",+39-0331-641-680,+39-0331-641-666,,,
REEL-O-MATIC,405-672-0000,405-672-7200,"Oklahoma City, OK 73149",Oklahoma City,6408 S. Eastern Ave.
RED LION CONTROLS,717-767-6511,717-764-0839,"York, PA 17406",York,20 Willow Springs Circle
PUROLATOR ADVANCED FILTRATION,704-482-7381,704-481-8253,"Shelby, NC 28152",Shelby,1022 Industry Drive
ELSEVIER,631-665-1833,631-665-1355,"New York, NY 10010",New York,360 Park Avenue South
"ORIENTAL PRECISE MOULD CO., LTD.",886-6-2399809,886-6-2399857,,,
OLMAS SRL,+39 0 362-932691,+39 0 362-932693,,,
THE LUBRIZOL CORPORATION,216-447-5000,,"Cleveland, OH 44141",Cleveland,9911 Brecksville Rd
"NORTH PACIFIC INTERNATIONAL, INC.",951-272-1830,951-272-1840,"Corona, CA 92880",Corona,280 N. Smith Ave.
MHT MOLD & HOTRUNNER TECHNOLOGY AG,404-835-1140,404-835-1141,"Peachtree City, GA 30269",Peachtree City,665 Hwy 74 South
LEMO MASCHINENBAU GMBH,+49-(0) 228-4591-0,+49-(0) 228-4591-113,,,
IPF JAPAN 2014-INTERNATIONAL PLASTIC FAIR / ASSOC. OF JAPAN PLASTICS MACHINERY,-+81-3-3542-1487,-+81-3-3543-0619,,,
BIG CHIEF INC.,513-271-7411,513-271-0790,"Cincinnati, OH 45227",Cincinnati,5150 Big Chief Drive
JARDEN PLASTIC SOLUTIONS,864-879-8100,864-281-0162,"Greer, SC 29650",Greer,1303 South Batesville Rd
DOW CORNING CORPORATION,989-496-4000,,"Midland, MI 48686",Midland,2200 W. Salzburg Rd
"SONOTRONIC, INC.",248-987-5970,248-987-5964,"Wixom, MI 48116",Wixom,28025 Oakland Oaks Court
"OMSO NORTH AMERICA, INC.",859-282-6676,859-282-9976,"Erlanger, KY 41018",Erlanger,1420 Jamike Ave
JELLIFF CORPORATION,828-345-6600,828-328-4550,"Hickory, NC 28602",Hickory,"1128 27th Street Dr., S.E."
MOLD-TECH INC.,763-497-7500,763-497-7630,"Albertville, MN 55301",Albertville,5166 Barthel Industrial Dr NE
DOTECO INC.,706-529-8787,706-529-1898,"Dalton, GA 30721",Dalton,2450 Abutment Rd. #7
"METABOLIX, INC.",617-583-1700,617-460-7934,"Cambridge, MA 02139",Cambridge,21 Erie St
VERSA MACHINERY,574-266-0780,574-266-0762,"Elkhart, IN 46516",Elkhart,4850 Green Ct.
"BUTLER-MACDONALD, INC.",317-872-5115,317-872-5660,"Indianapolis, IN 46278",Indianapolis,5955 West 80th Street
"NINGBO AOLI MACHINERY CO., LTD.",057-4-87321938,057-4-87321940,,,
TRINITY NORTH AMERICA,262-644-1819,208-723-2619,"Slinger, WI 53086",Slinger,4611 Meadow Lane
ERMO,33--2-43-007122,33--2-43-006520,,,
"INTRAVIS, INC.",770-662-5458,770-263-0177,"Norcross, GA 30071",Norcross,"3070 Business Park Dr., Suite H"
"OMNI PLASTICS, LLC",812-421-8900,812-421-8915,"Evansville, IN 47711",Evansville,2300 Lynch Road
MITUTOYO AMERICA CORPORATION,630-820-9666,630-978-5394,"Aurora, IL 60502",Aurora,965 Corporate Boulevard
"WESTMINSTER TOOL, INC.",860-564-6966,860-564-6977,"Plainfield, CT 06374",Plainfield,5 East Parkway
